angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,Cohen,IRAS PSC,IRAS FSC,Name,HR #,HD #,SpectralTypes,12[Jy],25[Jy],12[Jy],25[Jy],R.A.,Decl.,CommentOnSIMBAD,R.A.(h),R.A.(m),R.A.(s),Decl.(deg),Decl.(m),Decl.(s),ra,dec
0.622429,J172021.08+461427.2,260.0878487,+46.2409135,0.0198,0.0152,170.1,-0.827,-0.189,1.656,1.514,2.439,1.635,1.436,,,0.014,0.013,0.236,0.180,0.208,2596146901351002332,hh00,0,nn41,UUAA,250,30,-342,29,0.510,HD157325,17189+4617,F17189+4617,74 HER,HR 6464,HD 157325,M0III,10.07,2.515,9.83,2.52,17 20 21.1218,+46 14 26.808,Variable star,17,20,21.1218,46,14,26.808,260.0880075,46.24078
0.149503,J172630.87+040825.2,261.6286292,+4.1403444,0.0279,0.0146,151.8,-1.820,-1.124,0.882,0.867,1.958,1.231,1.093,,,0.019,0.021,0.246,0.176,0.200,2612104501351022420,hh00,0,nn10,UUAA,-268,42,-360,41,0.102,HD157999,17240+0410,F17240+0410,SIG OPH,HR 6498,HD 157999,K2II,18.64,4.869,18.7,4.71,17 26 30.8803,+04 08 25.295,Variable star,17,26,30.8803,4,8,25.295,261.6286679,4.140359722
0.253916,J173044.30+260638.5,262.6846125,+26.1107150,0.0163,0.0131,131.4,-1.346,-0.781,1.094,1.065,2.158,1.443,1.287,,,0.012,0.013,0.302,0.188,0.222,2633125701351039077,hh00,0,nn31,UUAA,-715,33,100,33,0.226,HD158899,17287+2608,F17287+2608,LAM HER,HR 6526,HD 158899,K3.5III,15.49,3.695,15.9,3.7,17 30 44.3099,+26 06 38.323,Variable star,17,30,44.3099,26,6,38.323,262.6846246,26.11064528
0.357919,J171937.20+800810.7,259.9050179,+80.1363262,0.0221,0.0207,6.8,0.695,0.817,2.292,2.150,3.112,2.364,2.133,,,0.014,0.015,0.218,0.170,0.232,2595180201351029935,hh00,0,nn30,UUAA,212,24,-999,25,0.207,HD158996,17233+8010,F17234+8010,,HR 6529,HD 158996,K5III,5.449,1.298,5.64,1.4,17 19 37.1101,+80 08 11.038,Star,17,19,37.1101,80,8,11.038,259.9046254,80.13639944
1.568662,J174328.32+043403.7,265.8680142,+4.5677207,0.0838,0.0741,166.5,-2.068,-1.769,0.077,0.177,1.184,0.467,0.437,,,0.105,0.012,0.236,0.170,0.180,2658104501351031227,hh00,0,nn00,UUAA,-1009,91,342,62,1.559,HD161096,17409+0435,F17410+0435,BET OPH,HR 6603,HD 161096,K2III,37.97,8.756,38.6,8.53,17 43 28.3531,+04 34 02.290,Variable star,17,43,28.3531,4,34,2.29,265.8681379,4.567302778
2.041166,J175747.87-401659.4,269.4494854,-40.2831850,0.0535,0.0512,158.2,13.204,13.555,12.007,8.902,14.025,13.441,13.251,0.024,0.036,,,0.023,0.035,0.037,2690040901351059049,0h00,1,10nn,AAUU,99,122,-258,132,0.382,HD163376,17542-4142,Z17542-4142,SAO 228578,HR 6682,HD 163376,M0III,24.74,5.837,24.4,5.93,17 57 47.8052,-41 42 58.663,Star,17,57,47.8052,-41,42,58.663,269.4491883,-40.28370472
1.253460,J175331.84+565222.3,268.3827014,+56.8728619,0.0280,0.0113,4.7,-1.543,-0.821,1.069,1.000,1.675,1.051,1.045,,,0.025,0.009,0.262,0.156,0.186,2686157501351005044,hh00,0,nn21,UUAA,-39,28,85,26,1.125,HD163588,17526+5652,F17526+5652,XI DRA,HR 6688,HD 163588,K2III,16.72,4.075,16.9,4.14,17 53 31.7295,+56 52 21.514,Star in double system,17,53,31.7295,56,52,21.514,268.3822063,56.87264278
0.159365,J175615.19+371502.0,269.0632973,+37.2505650,0.0196,0.0129,148.0,-1.634,-1.008,0.962,0.915,1.729,1.056,0.999,,,0.018,0.014,0.244,0.166,0.190,2690137801351005306,hh00,0,nn21,UUAA,206,28,78,26,0.258,HD163770,17545+3715,F17545+3715,THE HER,HR 6695,HD 163770,K1IIa,17.64,4.26,18.4,4.2,17 56 15.1805,+37 15 01.941,Variable star,17,56,15.1805,37,15,1.941,269.0632521,37.25053917
0.347710,J175956.21+453004.6,269.9842472,+45.5012889,0.0244,0.0215,155.4,-0.600,0.138,1.783,1.652,2.720,1.953,1.675,,,0.017,0.015,0.232,0.206,0.242,2705145401351033447,HHHH,0,nnnn,UUAA,284,30,-389,28,0.039,HD164646,17585+4530,F17585+4530,,HR 6728,HD 164646,M0IIIab,8.356,2.16,8.45,2.2,17 59 56.2064,+45 30 04.960,Variable star,17,59,56.2064,45,30,4.96,269.9841933,45.50137778
0.026792,J181807.73+231748.8,274.5322126,+23.2969016,0.0186,0.0132,61.7,-0.312,0.284,1.954,1.825,3.024,2.150,1.930,,,0.010,0.020,0.298,0.188,0.298,2752122701351065415,hh00,0,nn20,UUAA,-64,36,508,33,0.097,HD168323,18160+2316,F18160+2316,,HR 6854,HD 168323,K5III,7.314,1.842,7.19,1.86,18 18 07.7296,+23 17 48.864,Star in double system,18,18,7.7296,23,17,48.864,274.5322067,23.29690667
0.404937,J181951.70+360352.7,274.9654508,+36.0646599,0.0266,0.0233,77.9,-0.520,-0.019,1.799,1.668,2.576,1.989,1.838,,,0.019,0.017,0.284,0.162,0.190,2741136301351024065,hh00,0,nn20,UUAA,314,34,106,33,0.445,HD168775,18181+3602,F18180+3602,KAP LYR,HR 6872,HD 168775,K2-IIIab,9.029,2.13,9.06,2.13,18 19 51.7095,+36 03 52.371,Variable star,18,19,51.7095,36,3,52.371,274.9654563,36.0645475
3.403893,J182342.03+214608.4,275.9251665,+21.7690066,0.0538,0.0183,3.9,-1.465,-0.863,1.202,1.078,,,,,,0.048,0.018,,,,2760121201351061008,hhh0,0,nn20,UUAA,-114,40,-185,38,,HD169414,18215+2144,F18215+2144,109 HER,HR 6895,HD 169414,K2IIIab,15.1,3.803,16.9,3.76,18 23 41.8896,+21 46 11.107,Variable star,18,23,41.8896,21,46,11.107,275.92454,21.76975194
1.311798,J182559.34+653348.2,276.4972661,+65.5633968,0.0184,0.0107,108.7,-0.152,0.372,2.022,1.892,2.949,2.197,2.085,,,0.013,0.012,0.234,0.196,0.216,2761165101351046810,hHH0,0,nnn1,UUAA,1074,26,-486,29,1.219,HD170693,18258+6531,F18258+6531,42 DRA,HR 6945,HD 170693,K1.5III,7.19,1.695,7.47,1.46,18 25 59.1381,+65 33 48.530,Star,18,25,59.1381,65,33,48.53,276.4964088,65.56348056
0.188027,J183109.67+250947.7,277.7903094,+25.1632649,0.0195,0.0141,110.6,1.138,1.370,2.392,2.230,3.796,2.901,2.519,,,0.009,0.014,0.282,0.208,0.272,2783125701351011359,hh00,0,nn20,UUAA,489,36,-226,35,0.236,HD170951,18291+2507,F18291+2507,,,HD 170951,M0III,4.752,1.227,4.84,1.27,18 31 09.6605,+25 09 47.775,Star,18,31,9.6605,25,9,47.775,277.7902521,25.16327083
0.502604,J184604.50+263944.0,281.5187794,+26.6622275,0.0181,0.0128,120.8,0.255,0.601,2.094,2.002,3.053,2.404,2.222,,,0.010,0.012,0.248,0.180,0.222,2822127201351011296,hh00,0,nn30,UUAA,892,36,941,35,0.748,HD173780,18440+2636,F18440+2636,IRC+30342,HR 7064,HD 173780,K2III,6.5,1.53,6.35,1.56,18 46 04.4803,+26 39 43.667,Star,18,46,4.4803,26,39,43.667,281.5186679,26.66212972
0.686774,J185423.97+711750.2,283.5998995,+71.2972928,0.0184,0.0154,38.4,0.532,0.717,2.256,2.145,3.260,2.547,2.321,,,0.011,0.017,0.286,0.226,0.286,2835171101351028986,hh0p,0,nn30,UUAA,65,25,-297,24,0.554,HD176524,18550+7113,F18550+7113,UPS DRA,HR 7180,HD 176524,K0III,5.336,1.286,5.49,1.4,18 54 23.8547,+71 17 49.891,Star,18,54,23.8547,71,17,49.891,283.5993946,71.29719194
0.157801,J190000.81+320843.8,285.0033886,+32.1455132,0.0273,0.0235,161.1,-0.666,-0.093,1.693,1.590,2.395,1.743,1.573,,,0.020,0.013,0.248,0.180,0.226,2858131801351042928,hh00,0,nn30,UUAA,-1182,36,-654,36,0.193,HD176670,18581+3204,F18581+3204,LAM LYR,HR 7192,HD 176670,K2.5III,9.589,2.294,9.94,2.28,19 00 00.8257,+32 08 43.851,Variable star,19,0,0.8257,32,8,43.851,285.0034404,32.14551417
1.300122,J190457.95+314437.8,286.2414834,+31.7438521,0.0250,0.0197,171.8,-0.131,-0.235,1.868,1.709,2.764,1.948,1.771,,,0.018,0.013,0.254,0.188,0.240,2858131801351031905,hh00,0,nn31,UUAA,818,30,-129,30,1.450,HD177808,19030+3140,F19030+3140,,HR 7237,HD 177808,M0III,7.997,2.037,7.92,2.04,19 04 57.8751,+31 44 38.658,Star,19,4,57.8751,31,44,38.658,286.2411463,31.74407167
0.509145,J191524.89+303134.7,288.8537337,+30.5263262,0.0207,0.0181,128.3,-0.918,-0.380,1.418,1.322,2.434,1.575,1.366,,,0.015,0.019,0.262,0.206,0.230,2886130201351048325,HHHH,0,nnnn,UUAA,378,28,90,28,0.436,HD180450,19134+3026,Z19134+3026,IRC+30364,HR 7302,HD 180450,M0III,12.0,3.054,11.8,3.01,19 15 24.8598,+30 31 34.973,Star in cluster,19,15,24.8598,30,31,34.973,288.8535825,30.52638139
1.616952,J192842.24+243952.4,292.1760373,+24.6645764,0.0639,0.0321,90.4,-1.967,-1.276,0.443,0.412,1.714,0.878,0.711,,,0.036,0.014,0.298,0.170,0.212,2922124201351045038,HHHH,0,nnnn,UUAA,1999,77,-778,46,1.721,HD183439,19266+2433,Z19266+2433,ALP VUL,HR 7405,HD 183439,M0.5IIIb,29.67,6.9,28.9,7.0,19 28 42.3299,+24 39 53.657,Star in double system,19,28,42.3299,24,39,53.657,292.1763746,24.66490472
2.776749,J193405.50+072242.6,293.5229565,+7.3785219,0.0399,0.0348,133.9,-0.164,-0.160,1.811,1.706,2.300,1.811,1.704,,,0.028,0.023,0.322,0.252,0.274,2928107501351024858,HHHH,0,nnnn,UUAA,238,47,241,44,2.722,HD184406,19316+0716,Z19316+0716,MUU AQL,HR 7429,HD 184406,K3-IIIb,8.653,2.084,8.6,2.05,19 34 05.3529,+07 22 44.189,Variable star,19,34,5.3529,7,22,44.189,293.5223038,7.378941389
0.278871,J193456.12+334743.8,293.7338638,+33.7955230,0.0246,0.0168,106.6,-0.878,-0.192,1.423,1.310,2.703,1.760,,,,0.015,0.018,0.260,0.210,,2933133301351059339,hh00,0,nn21,UUAA,-86,37,69,34,0.338,HD184827,19330+3341,Z19330+3341,,,HD 184827,M0III,12.01,2.946,11.6,3.01,19 34 56.1074,+33 47 43.756,Pulsating variable star,19,34,56.1074,33,47,43.756,293.7337808,33.79548778
0.064705,J194345.10+414623.2,295.9379251,+41.7731160,0.0249,0.0168,79.5,-0.287,0.330,1.907,1.806,3.045,2.205,1.919,,,0.016,0.020,0.236,0.166,0.262,2952142401351000002,hh00,0,nn41,UUAA,-567,36,-402,34,0.172,HD186619,19420+4139,Z19420+4139,,HR 7514,HD 186619,M0IIIab,7.519,1.938,7.45,1.99,19 43 45.0968,+41 46 23.190,Variable star,19,43,45.0968,41,46,23.19,295.9379033,41.77310833
0.132167,J194615.58+103647.7,296.5649517,+10.6132565,0.0843,0.0535,124.2,-1.676,-1.807,-0.452,-0.729,0.276,-0.544,-0.720,,,0.399,0.007,0.168,0.224,0.244,2969110601351036767,hhh0,0,nn01,UUCA,321,92,-570,86,0.215,HD186791,19438+1029,Z19438+1029,GAM AQL,HR 7525,HD 186791,K3II,79.86,19.62,76.6,20.0,19 46 15.5795,+10 36 47.740,Star in double system,19,46,15.5795,10,36,47.74,296.5649146,10.61326111
0.988172,J195037.69+525915.8,297.6570507,+52.9877386,0.0242,0.0175,131.5,0.407,0.548,2.210,2.112,3.163,2.551,2.249,,,0.013,0.020,0.266,0.218,0.336,2983153001351033805,hh00,0,nn40,UUAA,-851,31,-617,32,1.090,HD188056,19493+5251,F19493+5251,20 CYG,HR 7576,HD 188056,K3III,5.845,1.453,5.77,1.49,19 50 37.7238,+52 59 16.805,Star,19,50,37.7238,52,59,16.805,297.6571825,52.98800139
3.950938,J195408.16-072529.2,298.5340037,-7.4248022,0.2682,0.2451,152.8,16.444,16.637,12.549,8.520,,,,0.085,0.399,,,,,,2989007601351036994,0000,0,1nnn,ACUU,-460,976,753,1023,,HD188154,19514-0842,F19514-0842,56 AQL,HR 7584,HD 188154,K5III,9.112,2.253,9.19,2.31,19 54 08.2772,-08 34 27.160,Star in double system,19,54,8.2772,-8,34,27.16,298.5344883,-7.425788889
1.424706,J195414.95+082740.3,298.5623184,+8.4612047,0.0245,0.0155,158.4,0.633,0.569,2.325,2.216,2.852,2.367,2.171,,,0.015,0.020,0.220,0.174,0.220,2987109001351008864,hh00,0,nn20,UUAA,98,42,51,40,1.471,HD188310,19518+0819,Z19518+0819,XI AQL,HR 7595,HD 188310,G9.5IIIb,5.512,1.237,5.54,1.27,19 54 14.8816,+08 27 41.230,Star,19,54,14.8816,8,27,41.23,298.5620067,8.461452778
0.415637,J195555.35+585045.1,298.9806587,+58.8458621,0.0092,0.0066,35.9,-1.095,-0.134,1.240,1.145,1.719,0.919,0.719,,,0.007,0.011,0.252,0.180,0.222,2995159001351015168,hh00,0,nn42,UUAA,139,28,-1660,30,0.321,HD189276,19549+5842,F19549+5842,,HR 7633,HD 189276,K4.5IIIa,13.49,3.449,13.7,3.49,19 55 55.3781,+58 50 45.489,Star,19,55,55.3781,58,50,45.489,298.9807421,58.84596917
0.526313,J195845.45+192932.0,299.6894013,+19.4922404,0.1018,0.0876,94.6,-1.530,-1.265,-0.259,-0.326,,,,,,0.150,0.019,,,,2992119601351022517,hh00,0,nn11,UUBA,-537,119,239,92,,HD189319,19565+1921,Z19565+1921,GAM SGE,HR 7635,HD 189319,M0-III,60.29,14.11,58.9,14.0,19 58 45.4275,+19 29 31.732,Variable star,19,58,45.4275,19,29,31.732,299.6892813,19.49214778
1.458782,J201327.73+603827.2,303.3655651,+60.6408917,0.0193,0.0164,100.9,0.590,0.884,2.366,2.194,3.076,2.361,2.128,,,0.013,0.016,0.198,0.166,0.246,3030160501351028783,hh00,0,nn41,UUAA,1702,28,2079,30,1.704,HD192781,20125+6029,F20125+6029,,HR 7742,HD 192781,K5III,5.219,1.262,5.41,1.3,20 13 27.6157,+60 38 26.048,Star,20,13,27.6157,60,38,26.048,303.3650654,60.64056889
2.381214,J204521.11+573444.6,311.3379592,+57.5790653,0.0446,0.0351,158.4,2.365,2.897,3.263,3.219,3.679,3.496,3.267,,0.469,0.012,0.022,0.234,0.210,0.242,3101157501351026546,hh00,1,n030,UCAA,2193,37,-101,37,2.343,HD198048,20460-4624,F20460-4624,ZET IND,HR 7952,HD 198048,K5III,14.14,3.317,14.3,3.47,20 45 21.1281,+57 34 47.012,High proper-motion star,20,45,21.1281,57,34,47.012,311.3380338,57.57972556
0.352694,J204710.77+342226.9,311.7949121,+34.3741565,0.0117,0.0097,104.7,-0.022,0.199,1.942,1.840,2.635,1.974,1.801,,,0.007,0.013,0.272,0.228,0.260,3124134801351013907,hh00,0,nn42,UUAA,-958,33,355,34,0.300,HD198134,20451+3411,Z20451+3411,T CYG,HR 7956,HD 198134,K3III,6.867,1.831,7.32,1.9,20 47 10.7521,+34 22 26.844,Variable star,20,47,10.7521,34,22,26.844,311.7948004,34.37412333
0.794224,J205353.93+332616.9,313.4747323,+33.4380512,0.1201,0.0785,1.9,0.148,0.420,,1.744,2.849,2.006,1.846,,,,0.014,0.242,0.186,0.264,3131133301351030039,HHHH,0,nnnn,UUXA,3272,59,1808,182,0.793,HD199101,20518+3314,Z20518+3314,,HR 8005,HD 199101,K5III,8.75,2.182,9.17,2.26,20 53 53.8921,+33 26 16.408,Star in double system,20,53,53.8921,33,26,16.408,313.4745504,33.43789111
0.286838,J205816.33+221933.1,314.5680490,+22.3258795,0.0229,0.0169,3.4,-0.131,0.214,2.026,1.924,2.623,1.982,1.769,,,0.013,0.024,0.320,0.172,0.212,3143122701351021106,hh00,0,nn20,UUAA,-625,34,-111,36,0.534,HD199697,20560+2207,F20560+2207,33 VUL,HR 8032,HD 199697,K3.5III,6.835,1.744,6.84,1.74,20 58 16.3511,+22 19 33.267,Star,20,58,16.3511,22,19,33.267,314.5681296,22.3259075
0.421760,J210434.63+053009.9,316.1443100,+5.5027700,0.0178,0.0119,76.4,0.233,0.019,1.691,1.642,2.848,2.084,1.758,,,0.010,0.021,0.282,0.214,0.300,3159106001351002628,hh00,1,nn41,UUAA,-1944,34,-990,34,0.594,HD200644,21020+0518,F21020+0518,3 EQU,HR 8066,HD 200644,K5III,8.778,2.296,8.68,2.27,21 04 34.6520,+05 30 10.302,Star in double system,21,4,34.652,5,30,10.302,316.1443833,5.502861667
0.028078,J210828.13+065921.6,317.1172465,+6.9893503,0.0361,0.0163,95.4,-0.306,0.231,1.826,1.688,2.757,1.937,1.729,,,0.016,0.021,0.258,0.204,0.248,3172107501351007796,hh00,0,nn11,UUAA,384,50,-43,38,0.169,HD201298,21059+0647,F21060+0647,,HR 8090,HD 201298,K5III,8.118,2.007,8.11,2.1,21 08 28.1394,+06 59 21.689,Star,21,8,28.1394,6,59,21.689,317.1172475,6.989358056
1.082757,J212205.26+194816.8,320.5219280,+19.8046791,0.0212,0.0125,149.5,-0.511,-0.084,1.572,1.535,2.372,1.931,1.752,,,0.014,0.023,0.270,0.200,0.210,3200119601351026167,hh00,0,nn40,UUAA,-1473,39,124,38,1.073,HD203504,21197+1935,F21197+1935,1 PEG,HR 8173,HD 203504,K1III,10.17,2.284,9.82,2.28,21 22 05.1996,+19 48 16.229,Star in double system,21,22,5.1996,19,48,16.229,320.521665,19.80450806
0.132904,J214210.11+011706.8,325.5421653,+1.2852356,0.0209,0.0159,113.1,1.119,0.771,2.327,2.217,3.344,2.565,2.402,,,0.010,0.017,0.228,0.236,0.268,3252101501351020224,hh00,0,nn21,UUAA,293,42,14,38,0.180,HD206445,21396+0103,F21396+0103,26 AQR,HR 8287,HD 206445,K2III,5.369,1.309,5.35,1.31,21 42 10.1119,+01 17 06.912,Star,21,42,10.1119,1,17,6.912,325.5421329,1.285253333
0.160410,J222931.80+474224.7,337.3825350,+47.7068646,0.0743,0.0676,144.1,-1.604,-0.681,-0.139,-0.151,1.317,0.412,0.265,,,0.102,0.013,0.248,0.186,0.214,3374148401351005463,HHHH,0,nnnn,UUAA,-857,87,-67,83,0.150,HD213310,22274+4726,Z22274+4727,5 LAC,HR 8572,HD 213310,M0II+B8V,45.9,11.96,47.1,12.1,22 29 31.8222,+47 42 24.792,Double or multiple star,22,29,31.8222,47,42,24.792,337.3825925,47.70688667
0.928237,J224030.94+441634.5,340.1289374,+44.2762755,0.0418,0.0142,172.1,-0.808,-0.076,1.551,1.372,2.435,1.817,1.668,,,0.031,0.015,0.302,0.226,0.216,3391143901351048915,HHHH,0,nnnn,UUAA,-1172,42,-1180,46,0.940,HD214868,22383+4400,F22383+4400,11 LAC,HR 8632,HD 214868,K2.5III,11.36,2.868,11.3,2.96,22 40 30.8591,+44 16 34.698,Star,22,40,30.8591,44,16,34.698,340.1285796,44.276305
1.024134,J225202.12+431844.7,343.0088691,+43.3124345,0.0252,0.0117,107.4,-1.450,-0.334,1.100,0.965,2.239,1.366,1.252,,,0.017,0.013,0.330,0.202,0.246,3433143901351007928,hhh0,0,nn11,UUAA,-922,42,-612,37,0.944,HD216397,22497+4302,F22497+4302,15 LAC,HR 8699,HD 216397,M0III,16.31,4.054,16.0,3.97,22 52 02.0349,+43 18 44.702,Star in double system,22,52,2.0349,43,18,44.702,343.0084788,43.31241722
0.742984,J224729.15+830914.5,341.8714999,+83.1540310,0.0175,0.0101,176.6,-0.513,0.049,1.812,1.736,2.798,2.179,1.901,,,0.009,0.020,0.240,0.186,0.218,3367183201351023993,hh00,0,nn41,UUAA,-320,28,1049,32,0.834,HD216446,22477+8253,F22477+8253,SAO 3794,HR 8702,HD 216446,K3III,8.28,2.016,8.24,2.03,22 47 29.0631,+83 09 13.789,Double or multiple star,22,47,29.0631,83,9,13.789,341.8710963,83.15383028
0.331834,J230739.27+462313.7,346.9136474,+46.3871414,0.0275,0.0232,151.7,0.538,0.526,2.074,1.935,3.031,2.282,2.110,,,0.017,0.018,0.268,0.258,0.276,3469146901351005148,hh00,0,nn30,UUAA,1362,44,-210,48,0.320,HD218452,23053+4606,F23053+4606,4 AND,HR 8804,HD 218452,K5III,6.588,1.62,6.53,1.64,23 07 39.2676,+46 23 14.031,Star in double system,23,7,39.2676,46,23,14.031,346.913615,46.38723083
0.438621,J231952.45+420440.9,349.9685754,+42.0780483,0.0386,0.0336,64.7,0.139,0.667,2.166,2.068,3.192,2.408,2.225,,,0.025,0.016,0.260,0.212,0.276,3498142401351017954,hh00,0,nn20,UUAA,-680,68,-310,74,0.699,HD219981,23174+4148,F23174+4148,10 AND,HR 8876,HD 219981,M0III,5.712,1.467,5.51,1.4,23 19 52.4187,+42 04 40.959,Star,23,19,52.4187,42,4,40.959,349.9684113,42.07804417
1.213504,J232020.64+052251.9,350.0860177,+5.3810853,0.0265,0.0186,79.5,-0.186,0.476,2.106,1.939,2.891,2.120,1.993,,,0.015,0.018,0.250,0.190,0.234,3493106001351000001,hh00,0,nn10,UUAA,315,50,-653,40,1.279,HD220009,23177+0506,F23177+0506,7 PSC,HR 8878,HD 220009,K2III,7.355,1.578,7.24,1.68,23 20 20.5831,+05 22 52.706,Star,23,20,20.5831,5,22,52.706,350.0857629,5.381307222
1.209026,J232049.61+302452.7,350.2067279,+30.4146574,0.0460,0.0368,144.9,-0.331,0.395,1.886,1.756,2.936,2.134,1.814,,,0.037,0.019,0.236,0.190,0.242,3495130201351026056,hh00,0,nn00,UUAA,-416,46,-773,46,1.358,HD220088,23183+3008,F23183+3008,63 PEG,HR 8882,HD 220088,M0III,8.074,1.977,7.87,1.86,23 20 49.5568,+30 24 53.716,Star,23,20,49.5568,30,24,53.716,350.2064867,30.41492111
0.364757,J232304.57+121849.7,350.7690536,+12.3138105,0.1345,0.0868,103.2,0.343,0.401,,1.976,2.915,2.316,,,,,0.019,0.252,0.188,,3507112101351044001,HHH0,0,nnn0,UUXA,-570,239,-942,107,0.446,HD220363,23205+1202,F23205+1202,66 PEG,HR 8893,HD 220363,K3III,6.931,1.55,7.14,1.56,23 23 04.5685,+12 18 50.077,Double or multiple star,23,23,4.5685,12,18,50.077,350.7690354,12.31391028
1.475322,J232758.00+062243.8,351.9916800,+6.3788400,0.0283,0.0193,61.2,0.140,0.176,1.915,1.836,2.516,1.983,1.859,,,0.015,0.019,0.250,0.214,0.252,3524106001351040286,hh00,0,nn31,UUAA,-361,39,-638,39,1.653,HD220954,23254+0606,F23254+0606,THE PSC,HR 8916,HD 220954,K0.5III,8.098,1.92,8.14,2.07,23 27 58.0951,+06 22 44.372,Star,23,27,58.0951,6,22,44.372,351.9920629,6.378992222
0.439290,J233256.52+460725.2,353.2355171,+46.1236754,0.0218,0.0151,49.8,-0.411,-0.040,1.717,1.580,3.160,2.228,1.919,,,0.015,0.017,0.256,0.196,0.282,3536145401351058945,hh00,0,nn00,UUAA,-26,29,-9,33,0.544,HD221588,23305+4550,F23305+4550,,,HD 221588,M0III,8.885,2.265,8.73,2.31,23 32 56.4819,+46 07 25.253,Semi-regular pulsating star,23,32,56.4819,46,7,25.253,353.2353413,46.12368139
2.185451,J233920.65+773758.2,354.8360503,+77.6328569,0.0605,0.0410,115.2,-1.808,-1.126,0.900,0.839,1.661,1.190,1.038,,,0.058,0.017,0.348,0.176,0.206,3535177201351044127,HHHH,0,nnnn,UUAA,-75,30,294,46,2.010,HD222404,23372+7721,F23372+7721,GAM CEP,HR 8974,HD 222404,K1III-IV,19.67,4.561,20.7,4.59,23 39 20.8490,+77 37 56.193,Variable star,23,39,20.849,77,37,56.193,354.8368708,77.63227583
