angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist,_RAJ2000,_DEJ2000,objName,S09,e_S09,q_S09,S18,e_S18,q_S18,Nd09,Nd18,X09,X18,RAJ2000,DEJ2000,Cohen,IRAS PSC,IRAS FSC,Name,HR #,HD #,SpectralTypes,12[Jy],25[Jy],12[Jy],25[Jy],R.A.,Decl.,CommentOnSIMBAD,R.A.(h),R.A.(m),R.A.(s),Decl.(deg),Decl.(m),Decl.(s),ra,dec
0.614061,J224729.15+830914.5,341.8714999,+83.1540310,0.0175,0.0101,176.6,-0.513,0.049,1.812,1.736,2.798,2.179,1.901,,,0.009,0.020,0.240,0.186,0.218,3367183201351023993,hh00,0,nn41,UUAA,-320,28,1049,32,0.834,1.015414,341.87292,83.15401,2247295+830914,11.3,0.0509,3,2.529,0.0369,3,0,0,0,0,341.87292,83.15401,HD216446,22477+8253,F22477+8253,SAO 3794,HR 8702,HD 216446,K3III,8.28,2.016,8.24,2.03,22 47 29.0631,+83 09 13.789,Double or multiple star,22,47,29.0631,83,9,13.789,341.8710963,83.15383028
0.134896,J185423.97+711750.2,283.5998995,+71.2972928,0.0184,0.0154,38.4,0.532,0.717,2.256,2.145,3.260,2.547,2.321,,,0.011,0.017,0.286,0.226,0.286,2835171101351028986,hh0p,0,nn30,UUAA,65,25,-297,24,0.554,0.818046,283.59998,71.29732,1854239+711750,7.682,0.0143,3,1.743,0.0141,3,0,0,0,0,283.59998,71.29732,HD176524,18550+7113,F18550+7113,UPS DRA,HR 7180,HD 176524,K0III,5.336,1.286,5.49,1.4,18 54 23.8547,+71 17 49.891,Star,18,54,23.8547,71,17,49.891,283.5993946,71.29719194
0.209441,J231952.45+420440.9,349.9685754,+42.0780483,0.0386,0.0336,64.7,0.139,0.667,2.166,2.068,3.192,2.408,2.225,,,0.025,0.016,0.260,0.212,0.276,3498142401351017954,hh00,0,nn20,UUAA,-680,68,-310,74,0.699,0.607219,349.96863,42.07809,2319524+420441,7.847,0.0248,3,1.82,0.0149,3,0,0,0,0,349.96863,42.07809,HD219981,23174+4148,F23174+4148,10 AND,HR 8876,HD 219981,M0III,5.712,1.467,5.51,1.4,23 19 52.4187,+42 04 40.959,Star,23,19,52.4187,42,4,40.959,349.9684113,42.07804417
0.320787,J232020.64+052251.9,350.0860177,+5.3810853,0.0265,0.0186,79.5,-0.186,0.476,2.106,1.939,2.891,2.120,1.993,,,0.015,0.018,0.250,0.190,0.234,3493106001351000001,hh00,0,nn10,UUAA,315,50,-653,40,1.279,0.952135,350.08599,5.38117,2320206+052252,9.334,0.0163,3,2.129,0.0556,3,0,0,0,0,350.08599,5.38117,HD220009,23177+0506,F23177+0506,7 PSC,HR 8878,HD 220009,K2III,7.355,1.578,7.24,1.68,23 20 20.5831,+05 22 52.706,Star,23,20,20.5831,5,22,52.706,350.0857629,5.381307222
0.305150,J232049.61+302452.7,350.2067279,+30.4146574,0.0460,0.0368,144.9,-0.331,0.395,1.886,1.756,2.936,2.134,1.814,,,0.037,0.019,0.236,0.190,0.242,3495130201351026056,hh00,0,nn00,UUAA,-416,46,-773,46,1.358,1.045609,350.20675,30.41474,2320496+302453,10.82,0.0247,3,2.541,0.0612,3,0,0,0,0,350.20675,30.41474,HD220088,23183+3008,F23183+3008,63 PEG,HR 8882,HD 220088,M0III,8.074,1.977,7.87,1.86,23 20 49.5568,+30 24 53.716,Star,23,20,49.5568,30,24,53.716,350.2064867,30.41492111
1.530813,J195414.95+082740.3,298.5623184,+8.4612047,0.0245,0.0155,158.4,0.633,0.569,2.325,2.216,2.852,2.367,2.171,,,0.015,0.020,0.220,0.174,0.220,2987109001351008864,hh00,0,nn20,UUAA,98,42,51,40,1.471,0.760839,298.56216,8.4616,1954149+082741,7.313,0.0517,3,1.592,0.019,3,0,0,0,0,298.56216,8.4616,HD188310,19518+0819,Z19518+0819,XI AQL,HR 7595,HD 188310,G9.5IIIb,5.512,1.237,5.54,1.27,19 54 14.8816,+08 27 41.230,Star,19,54,14.8816,8,27,41.23,298.5620067,8.461452778
0.869479,J192842.24+243952.4,292.1760373,+24.6645764,0.0639,0.0321,90.4,-1.967,-1.276,0.443,0.412,1.714,0.878,0.711,,,0.036,0.014,0.298,0.170,0.212,2922124201351045038,HHHH,0,nnnn,UUAA,1999,77,-778,46,1.721,0.749274,292.17621,24.66476,1928422+243953,38.44,0.265,3,8.398,0.0299,3,0,0,0,0,292.17621,24.66476,HD183439,19266+2433,Z19266+2433,ALP VUL,HR 7405,HD 183439,M0.5IIIb,29.67,6.9,28.9,7.0,19 28 42.3299,+24 39 53.657,Star in double system,19,28,42.3299,24,39,53.657,292.1763746,24.66490472
0.444652,J232304.57+121849.7,350.7690536,+12.3138105,0.1345,0.0868,103.2,0.343,0.401,,1.976,2.915,2.316,,,,,0.019,0.252,0.188,,3507112101351044001,HHH0,0,nnn0,UUXA,-570,239,-942,107,0.446,0.623686,350.76918,12.31381,2323046+121849,8.903,0.0175,3,2.027,0.0342,3,0,0,0,0,350.76918,12.31381,HD220363,23205+1202,F23205+1202,66 PEG,HR 8893,HD 220363,K3III,6.931,1.55,7.14,1.56,23 23 04.5685,+12 18 50.077,Double or multiple star,23,23,4.5685,12,18,50.077,350.7690354,12.31391028
0.739254,J210434.63+053009.9,316.1443100,+5.5027700,0.0178,0.0119,76.4,0.233,0.019,1.691,1.642,2.848,2.084,1.758,,,0.010,0.021,0.282,0.214,0.300,3159106001351002628,hh00,1,nn41,UUAA,-1944,34,-990,34,0.594,0.420288,316.1445,5.50285,2104346+053010,11.94,0.0577,3,2.864,0.124,3,0,0,0,0,316.1445,5.50285,HD200644,21020+0518,F21020+0518,3 EQU,HR 8066,HD 200644,K5III,8.778,2.296,8.68,2.27,21 04 34.6520,+05 30 10.302,Star in double system,21,4,34.652,5,30,10.302,316.1443833,5.502861667
1.011699,J201327.73+603827.2,303.3655651,+60.6408917,0.0193,0.0164,100.9,0.590,0.884,2.366,2.194,3.076,2.361,2.128,,,0.013,0.016,0.198,0.166,0.246,3030160501351028783,hh00,0,nn41,UUAA,1702,28,2079,30,1.704,0.501918,303.36531,60.64064,2013276+603826,7.085,0.0153,3,1.679,0.0207,3,0,0,0,0,303.36531,60.64064,HD192781,20125+6029,F20125+6029,,HR 7742,HD 192781,K5III,5.219,1.262,5.41,1.3,20 13 27.6157,+60 38 26.048,Star,20,13,27.6157,60,38,26.048,303.3650654,60.64056889
0.292135,J225202.12+431844.7,343.0088691,+43.3124345,0.0252,0.0117,107.4,-1.450,-0.334,1.100,0.965,2.239,1.366,1.252,,,0.017,0.013,0.330,0.202,0.246,3433143901351007928,hhh0,0,nn11,UUAA,-922,42,-612,37,0.944,1.288165,343.00897,43.3124,2252021+431844,22.56,0.103,3,5.066,0.0335,3,0,0,0,0,343.00897,43.3124,HD216397,22497+4302,F22497+4302,15 LAC,HR 8699,HD 216397,M0III,16.31,4.054,16.0,3.97,22 52 02.0349,+43 18 44.702,Star in double system,22,52,2.0349,43,18,44.702,343.0084788,43.31241722
0.360620,J181951.70+360352.7,274.9654508,+36.0646599,0.0266,0.0233,77.9,-0.520,-0.019,1.799,1.668,2.576,1.989,1.838,,,0.019,0.017,0.284,0.162,0.190,2741136301351024065,hh00,0,nn20,UUAA,314,34,106,33,0.445,0.04627,274.96546,36.06456,1819517+360352,12.16,0.0298,3,2.634,0.0294,3,0,0,0,0,274.96546,36.06456,HD168775,18181+3602,F18180+3602,KAP LYR,HR 6872,HD 168775,K2-IIIab,9.029,2.13,9.06,2.13,18 19 51.7095,+36 03 52.371,Variable star,18,19,51.7095,36,3,52.371,274.9654563,36.0645475
0.449281,J191524.89+303134.7,288.8537337,+30.5263262,0.0207,0.0181,128.3,-0.918,-0.380,1.418,1.322,2.434,1.575,1.366,,,0.015,0.019,0.262,0.206,0.230,2886130201351048325,HHHH,0,nnnn,UUAA,378,28,90,28,0.436,0.258054,288.85359,30.52631,1915248+303134,16.03,0.085,3,3.664,0.0185,3,0,0,0,0,288.85359,30.52631,HD180450,19134+3026,Z19134+3026,IRC+30364,HR 7302,HD 180450,M0III,12.0,3.054,11.8,3.01,19 15 24.8598,+30 31 34.973,Star in cluster,19,15,24.8598,30,31,34.973,288.8535825,30.52638139
1.846054,J205353.93+332616.9,313.4747323,+33.4380512,0.1201,0.0785,1.9,0.148,0.420,,1.744,2.849,2.006,1.846,,,,0.014,0.242,0.186,0.264,3131133301351030039,HHHH,0,nnnn,UUXA,3272,59,1808,182,0.793,1.159598,313.47452,33.43757,2053538+332615,11.81,0.0325,3,2.739,0.0225,3,0,0,0,0,313.47452,33.43757,HD199101,20518+3314,Z20518+3314,,HR 8005,HD 199101,K5III,8.75,2.182,9.17,2.26,20 53 53.8921,+33 26 16.408,Star in double system,20,53,53.8921,33,26,16.408,313.4745504,33.43789111
0.352379,J195555.35+585045.1,298.9806587,+58.8458621,0.0092,0.0066,35.9,-1.095,-0.134,1.240,1.145,1.719,0.919,0.719,,,0.007,0.011,0.252,0.180,0.222,2995159001351015168,hh00,0,nn42,UUAA,139,28,-1660,30,0.321,0.338344,298.98084,58.84589,1955554+585045,18.89,0.0479,3,4.356,0.0308,3,0,0,0,0,298.98084,58.84589,HD189276,19549+5842,F19549+5842,,HR 7633,HD 189276,K4.5IIIa,13.49,3.449,13.7,3.49,19 55 55.3781,+58 50 45.489,Star,19,55,55.3781,58,50,45.489,298.9807421,58.84596917
0.080190,J175615.19+371502.0,269.0632973,+37.2505650,0.0196,0.0129,148.0,-1.634,-1.008,0.962,0.915,1.729,1.056,0.999,,,0.018,0.014,0.244,0.166,0.190,2690137801351005306,hh00,0,nn21,UUAA,206,28,78,26,0.258,0.090853,269.06327,37.25056,1756151+371502,24.22,0.092,3,5.292,0.0221,3,0,0,0,0,269.06327,37.25056,HD163770,17545+3715,F17545+3715,THE HER,HR 6695,HD 163770,K1IIa,17.64,4.26,18.4,4.2,17 56 15.1805,+37 15 01.941,Variable star,17,56,15.1805,37,15,1.941,269.0632521,37.25053917
0.644907,J232758.00+062243.8,351.9916800,+6.3788400,0.0283,0.0193,61.2,0.140,0.176,1.915,1.836,2.516,1.983,1.859,,,0.015,0.019,0.250,0.214,0.252,3524106001351040286,hh00,0,nn31,UUAA,-361,39,-638,39,1.653,0.931671,351.99186,6.37883,2327580+062243,10.7,0.063,3,2.297,0.028,3,0,0,0,0,351.99186,6.37883,HD220954,23254+0606,F23254+0606,THE PSC,HR 8916,HD 220954,K0.5III,8.098,1.92,8.14,2.07,23 27 58.0951,+06 22 44.372,Star,23,27,58.0951,6,22,44.372,351.9920629,6.378992222
0.563308,J190457.95+314437.8,286.2414834,+31.7438521,0.0250,0.0197,171.8,-0.131,-0.235,1.868,1.709,2.764,1.948,1.771,,,0.018,0.013,0.254,0.188,0.240,2858131801351031905,hh00,0,nn31,UUAA,818,30,-129,30,1.450,0.957597,286.2413,31.74384,1904579+314437,,,0,2.631,0.0243,3,,0,,0,286.2413,31.74384,HD177808,19030+3140,F19030+3140,,HR 7237,HD 177808,M0III,7.997,2.037,7.92,2.04,19 04 57.8751,+31 44 38.658,Star,19,4,57.8751,31,44,38.658,286.2411463,31.74407167
0.282464,J194345.10+414623.2,295.9379251,+41.7731160,0.0249,0.0168,79.5,-0.287,0.330,1.907,1.806,3.045,2.205,1.919,,,0.016,0.020,0.236,0.166,0.262,2952142401351000002,hh00,0,nn41,UUAA,-567,36,-402,34,0.172,0.340222,295.93803,41.77311,1943451+414623,10.09,0.0378,3,2.37,0.0277,3,0,0,0,0,295.93803,41.77311,HD186619,19420+4139,Z19420+4139,,HR 7514,HD 186619,M0IIIab,7.519,1.938,7.45,1.99,19 43 45.0968,+41 46 23.190,Variable star,19,43,45.0968,41,46,23.19,295.9379033,41.77310833
0.405922,J210828.13+065921.6,317.1172465,+6.9893503,0.0361,0.0163,95.4,-0.306,0.231,1.826,1.688,2.757,1.937,1.729,,,0.016,0.021,0.258,0.204,0.248,3172107501351007796,hh00,0,nn11,UUAA,384,50,-43,38,0.169,0.432539,317.11727,6.98924,2108281+065921,11.28,0.0692,3,2.662,0.0437,3,0,0,0,0,317.11727,6.98924,HD201298,21059+0647,F21060+0647,,HR 8090,HD 201298,K5III,8.118,2.007,8.11,2.1,21 08 28.1394,+06 59 21.689,Star,21,8,28.1394,6,59,21.689,317.1172475,6.989358056
0.473970,J205816.33+221933.1,314.5680490,+22.3258795,0.0229,0.0169,3.4,-0.131,0.214,2.026,1.924,2.623,1.982,1.769,,,0.013,0.024,0.320,0.172,0.212,3143122701351021106,hh00,0,nn20,UUAA,-625,34,-111,36,0.534,0.496159,314.56803,22.32601,2058163+221933,9.349,0.00802,3,2.076,0.0345,3,0,0,0,0,314.56803,22.32601,HD199697,20560+2207,F20560+2207,33 VUL,HR 8032,HD 199697,K3.5III,6.835,1.744,6.84,1.74,20 58 16.3511,+22 19 33.267,Star,20,58,16.3511,22,19,33.267,314.5681296,22.3259075
0.574796,J233256.52+460725.2,353.2355171,+46.1236754,0.0218,0.0151,49.8,-0.411,-0.040,1.717,1.580,3.160,2.228,1.919,,,0.015,0.017,0.256,0.196,0.282,3536145401351058945,hh00,0,nn00,UUAA,-26,29,-9,33,0.544,0.814373,353.23557,46.12352,2332565+460724,12.1,0.0494,3,2.82,0.0177,3,0,0,0,0,353.23557,46.12352,HD221588,23305+4550,F23305+4550,,,HD 221588,M0III,8.885,2.265,8.73,2.31,23 32 56.4819,+46 07 25.253,Semi-regular pulsating star,23,32,56.4819,46,7,25.253,353.2353413,46.12368139
0.549650,J222931.80+474224.7,337.3825350,+47.7068646,0.0743,0.0676,144.1,-1.604,-0.681,-0.139,-0.151,1.317,0.412,0.265,,,0.102,0.013,0.248,0.186,0.214,3374148401351005463,HHHH,0,nnnn,UUAA,-857,87,-67,83,0.150,0.389886,337.38274,47.70693,2229318+474224,62.4,0.765,3,14.57,0.0609,3,0,0,0,0,337.38274,47.70693,HD213310,22274+4726,Z22274+4727,5 LAC,HR 8572,HD 213310,M0II+B8V,45.9,11.96,47.1,12.1,22 29 31.8222,+47 42 24.792,Double or multiple star,22,29,31.8222,47,42,24.792,337.3825925,47.70688667
0.064054,J230739.27+462313.7,346.9136474,+46.3871414,0.0275,0.0232,151.7,0.538,0.526,2.074,1.935,3.031,2.282,2.110,,,0.017,0.018,0.268,0.258,0.276,3469146901351005148,hh00,0,nn30,UUAA,1362,44,-210,48,0.320,0.321446,346.91367,46.38715,2307392+462313,9.069,0.0512,3,2.054,0.0251,3,0,0,0,0,346.91367,46.38715,HD218452,23053+4606,F23053+4606,4 AND,HR 8804,HD 218452,K5III,6.588,1.62,6.53,1.64,23 07 39.2676,+46 23 14.031,Star in double system,23,7,39.2676,46,23,14.031,346.913615,46.38723083
0.640372,J233920.65+773758.2,354.8360503,+77.6328569,0.0605,0.0410,115.2,-1.808,-1.126,0.900,0.839,1.661,1.190,1.038,,,0.058,0.017,0.348,0.176,0.206,3535177201351044127,HHHH,0,nnnn,UUAA,-75,30,294,46,2.010,1.908308,354.83552,77.63272,2339205+773757,27.09,0.0879,3,5.721,0.041,3,0,0,0,0,354.83552,77.63272,HD222404,23372+7721,F23372+7721,GAM CEP,HR 8974,HD 222404,K1III-IV,19.67,4.561,20.7,4.59,23 39 20.8490,+77 37 56.193,Variable star,23,39,20.849,77,37,56.193,354.8368708,77.63227583
0.408591,J194615.58+103647.7,296.5649517,+10.6132565,0.0843,0.0535,124.2,-1.676,-1.807,-0.452,-0.729,0.276,-0.544,-0.720,,,0.399,0.007,0.168,0.224,0.244,2969110601351036767,hhh0,0,nn01,UUCA,321,92,-570,86,0.215,0.41153,296.56495,10.61337,1946155+103648,113.8,2.1,3,24.42,0.0381,3,0,0,0,0,296.56495,10.61337,HD186791,19438+1029,Z19438+1029,GAM AQL,HR 7525,HD 186791,K3II,79.86,19.62,76.6,20.0,19 46 15.5795,+10 36 47.740,Star in double system,19,46,15.5795,10,36,47.74,296.5649146,10.61326111
